epoch,train_loss,test_loss
1,169.34637150065103,131.29154354248047
2,123.24925297851563,116.1952677368164
3,114.44493186848959,110.8015679321289
4,110.46054908854167,108.76590209960938
5,108.21112099609375,106.62549853515625
6,106.64791194661458,105.54186418457031
7,105.48598284505208,104.40733757324219
8,104.59907145182292,103.76041192626953
9,103.79999138997395,103.54948310546875
10,103.29312622070313,102.73280407714844
